URL;Title;Type;Description;Short Description;Visibility;Show when out of stock;Width;Height;Depth;Diameter;SEO Title;SEO Keywords;SEO Description;Notes;Image 1;Image 1 Alt Text;Image 2;Image 2 Alt Text;Image 3;Image 3 Alt Text;Categories;Vendor;Collections;Tags;Variant Image;Variant Image Alt Text;Variant UUID;Variant SKU;Variant Barcode;Variant Quantity;Track inventory;Variant Buy if empty;Variant Purchase Price;Variant Promotion Price;Variant Regular Price;Variant Weight;Tax;Variant Property Name 1;Variant Property Value 1;Variant Property Hex 1;Variant Property Name 2;Variant Property Value 2;Variant Property Hex 2;Variant Property Name 3;Variant Property Value 3;Image 4;Image 4 Alt Text;Image 5;Image 5 Alt Text;Image 6;Image 6 Alt Text;Image 7;Image 7 Alt Text;Image 8;Image 8 Alt Text;Variant Property Hex 3;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3566-202c105-czarny.jpg;letni komplet do spania;c5177223-eba0-41c0-9b7a-0965c79423ba;202C105-3;202C105;-1;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3566-202c105-czarny.jpg;letni komplet do spania;348e7be3-608e-4121-b207-cad56b98a766;202C105-4;202C105;0;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3566-202c105-czarny.jpg;letni komplet do spania;634f04af-d3bd-4883-a363-a6b676788c1b;202C105-5;202C105;0;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;43784023-fee1-4891-b536-65f135556e98;202C105-12;202C105;0;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XS;#fce5ef;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;63f373ad-8de2-4d3e-95b2-c94726d253e4;202C105-13;202C105;0;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;3c2a79db-0642-4c20-bcc3-7585898ab44d;202C105-14;202C105;-1;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;d16cb258-082a-43f7-a176-1e6034a131a2;202C105-15;202C105;-1;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;fe4ffe47-5125-4420-babb-fb042e29946e;202C105-16;202C105;0;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
pizama-z-koronka-na-plecach-i-ze-spodniami-78;Piżama z koronką na plecach i ze spodniami 7/8;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba5/3564-202c105-21.jpg;letnia piżama;46368ac9-7f03-4d07-816a-aae6e6137172;202C105-17;202C105;0;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;physical;"<p>Ta koszulka nocna wykonana jest z włoskiego mikromodalu, który powstaje z naturalnych włókien celulozowych, gwarantujących znaczną chłonność i wytrzymałość. Z przodu dekolt w kształcie litery V z koronki o ozdobnym brzegu. Małe koronkowe rękawki zakrywają ramiona. Gładki tył. Wygodna długość nad kolano. </p>
<p>Długość w rozmiarze M: 94 cm<br>Dostępne kolory: kremowy (cream), czarny (black), paprykowa ognista czerwień (papavero)<br>Skład: 94% mikromodal, 6% elastan<br>Indeks: 202C106</p>


";<p>Koszulka nocna wykonana z mikromodalu.</p>;1;1;;;;;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;jenny,koszulka nocna;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;https://cdn.shoplo.com/0380/products/orig/aba7/3250-202c106-1.jpg;czarna koszulka do spania;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;"Nowości;Produkty > Koszulki nocne;Produkty";COEMI;Wiosna Lato 2020;jenny,koszulka nocna,prezentdlamamy,koszulka2020,maj2020;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;e99a64b9-9a36-4027-8c8c-2973c725be90;202C106;202C106;1;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XS;#fce5ef;Materiał;modal;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;fe294662-fcbe-4207-9b17-faa3b65baab5;202C106-1;202C106;2;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;8d773f1f-5425-4b69-88fa-48518906032d;202C106-2;202C106;1;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;26060cc8-5f0c-4644-9a71-0437230b0bd7;202C106-3;202C106;1;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;5c0ffe44-7899-48f9-8952-0aa51a3c35b6;202C106-4;202C106;2;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3882-202c106-poszerz.jpg;koszulka nocna;0ee3d6bf-8cab-4d4b-bf31-7addcfeb390f;202C106-5;202C106;0;1;1;0;359;359;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;f261cd79-098a-43c0-a5ec-26c7e20b7b29;202C106-6;202C106;1;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XS;#fce5ef;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;edae7f65-ef06-4568-85cd-0b8d39abf5c8;202C106-7;202C106;0;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;a4349c9d-9429-488d-aa53-16c1ead0a01a;202C106-8;202C106;0;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;c9877e1d-886f-43d0-adae-d2bd38a487b4;202C106-9;202C106;1;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;6acb45b8-c52a-4833-bafb-8d2e37c2a758;202C106-10;202C106;1;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3574-202c106-czerw.jpg;czerwona koszulka nocna;2e9de753-cd56-47c2-a792-0cf246d2d0e8;202C106-11;202C106;1;1;1;0;359;359;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;4d7c73e9-75e7-4762-ac34-31328047fdda;202C106-12;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XS;#fce5ef;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;7198ad22-eeb8-4bcd-8b69-0f96e0e338ca;202C106-13;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;85f8fa8c-cccb-49fa-8e61-12e84ec76537;202C106-14;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;afb93bb9-fb17-48e5-a8cc-6f8e06beccba;202C106-15;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;141e0afb-7abb-4f98-854d-5b0d9a18cd93;202C106-16;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
koszulka-nocna-z-koronka-przy-dekolcie-i-z-malymi-rekawkami;Koszulka nocna z koronką przy dekolcie i z małymi rękawkami;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba7/3576-2020c106-bialy.jpg;biała koszulka nocna;d6356f8b-1cc9-4267-939b-1ea0d8cee6db;202C106-17;202C106;0;1;1;0;359;359;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;physical;"<p>Delikatne body bez rękawów z koronkowym karczkiem z przodu. Prosty, ponadczasowy fason i styl. Body uszyte jest z mikromodalu, który jest wytrzymałą, chłonną, a jednocześnie bardzo miłą w dotyku dzianiną o jedwabistym połysku. Body w kroku zapinane jest na zatrzaski.</p>
<p>Długość w rozmiarze M: 63 cm</p>
<p>Dostępne kolory: kremowy (cream), czarny (black), paprykowa ognista czerwień (papavero)</p>
<p>Skład: 94% mikromodal, 6% elastan</p>
<p>Indeks: 202C107</p>";;1;1;;;;;Klasyczne body z koronką;jenny,body,body, body z koronką,koronkowe body;Klasyczne body z koronką;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;https://cdn.shoplo.com/0380/products/orig/aba9/3254-202c107-1.jpg;koronkowe body;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;"Nowości;Produkty;Bielizna ślubna;Produkty > Body;Pomysł na prezent";COEMI;Wiosna Lato 2020;jenny,body,body z koronką,koronkowe body,maj2020,ślubna;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;750255ae-bf34-40a4-b313-18d11c9d8ea9;202C107-12;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;XS;#fce5ef;Materiał;modal;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;0485c08b-ac50-44ea-aeff-3dba027fc231;202C107-13;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;62883959-505a-49b8-89b9-7c399aa72e9d;202C107-14;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;93ad552c-0ffc-4a8b-97c8-520ec6f7a89b;202C107-15;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;fe3788d6-be1d-4d97-ba1c-7355edd666d1;202C107-16;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3252-202c107.jpg;body z koronką;623ffc5b-1680-41e8-baff-a70c2968b5d3;202C107-17;202C107;0;1;1;0;299;299;0;23.00;Kolor;Biały;#fbfafa;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;4bc56c82-de88-4d4f-a9b9-cbc459460cef;202C107;202C107;0;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XS;#fce5ef;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;184779f0-3cc5-4641-a82a-5e7930d5ac3f;202C107-1;202C107;2;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;0dd43e92-8e84-4457-88fa-6c9925f0c7f4;202C107-2;202C107;0;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;b42caea3-fce4-4976-83b3-11b67ce6cf3e;202C107-3;202C107;0;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;6ab93fbb-7221-4143-ab86-a345bce18161;202C107-4;202C107;0;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3552-202c107-czarny.jpg;klasyczne czarne body;29fcf81d-f04a-4423-9278-175b321b1e5e;202C107-5;202C107;0;1;1;0;299;299;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;f6582480-ec9e-4989-aa87-4392257f5093;202C107-6;202C107;0;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XS;#fce5ef;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;6139e74c-2dbf-40eb-b3bf-99753119ffe6;202C107-7;202C107;1;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;S;#000000;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;85615fb2-1ca2-48a5-9eaa-2c884c8b2fb2;202C107-8;202C107;0;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;M;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;39501304-7625-4678-9ed3-27e9cd0dec43;202C107-9;202C107;0;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;L;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;09a6804e-1ae1-4981-b73f-0b3d7f939e28;202C107-10;202C107;0;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XL;#ffffff;Materiał;modal;;;;;;;;;;;;;;
klasyczne-body-z-koronka;Klasyczne body z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/aba9/3554-202c107-czerw.jpg;czerwone body z koronką;b73c1c1a-c986-40c1-b9f9-994c4bff4112;202C107-11;202C107;0;1;1;0;299;299;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XXL;#a97d70;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;physical;"<p>Wygodny, miękki, pięknie układający się damski szlafrok z miękkiego mikromodalu. Elegancji dodaje mu jedwabisty połysk i koronka wszyta na wysokości klatki piersiowej, płynnie przechodząca na rękawy. Delikatna koronka została ręcznie wycięta przez wprawne ręce, aby zachwycać swoją ażurową strukturą. Pasek i wewnętrzne troczki ułatwiają dopasowanie do sylwetki. Kieszenie wpuszczane w szwy.</p>
<p>Długość w rozmiarze M: 102 cm</p>
<p>Dostępne kolory: kremowy (cream), czarny (black), paprykowa ognista czerwień (papavero)</p>
<p>Skład: 94% mikromodal, 6% elastan</p>
<p>Indeks: 202C108</p>";;1;1;;;;;Damski szlafrok z koronką;jenny,szlafrok damski,szlafrok z koronką;Damski szlafrok z koronką;;https://cdn.shoplo.com/0380/products/orig/abaa/3256-202c108.jpg;szlafrok damski;https://cdn.shoplo.com/0380/products/orig/abaa/3258-202c108-1.jpg;szlafrok damski z koronką;https://cdn.shoplo.com/0380/products/orig/abaa/3548-202c108-bialy.jpg;damski szlafrok;"Nowości;Produkty > Szlafroki;Produkty";COEMI;Wiosna Lato 2020;jenny,szlafrok damski,szlafrok z koronką,prezentdlamamy,szlafrok2020,maj2020;https://cdn.shoplo.com/0380/products/orig/abaa/3258-202c108-1.jpg;szlafrok damski z koronką;fd8a9c7f-90f6-4d68-a479-bca465a7c29b;202C108;202C108;2;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XS/S;#b81010;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3258-202c108-1.jpg;szlafrok damski z koronką;4d31425a-ac0b-4b74-9b31-9038441e17dc;202C108-1;202C108;0;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;M/L;#000000;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3258-202c108-1.jpg;szlafrok damski z koronką;c7577b51-9c08-407e-af2d-1a5c1ff82aec;202C108-2;202C108;1;1;1;0;449;449;0;23.00;Kolor;Czarny;#0a0a0a;Rozmiar;XL/XXL;#000000;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3256-202c108.jpg;szlafrok damski;8bb706a4-baab-4c3d-b390-7d5a2586e46a;202C108-3;202C108;1;1;1;0;449;449;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XS/S;#b81010;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3256-202c108.jpg;szlafrok damski;eb8d9d4d-2502-4db5-94fb-58b659b15920;202C108-4;202C108;0;1;1;0;449;449;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;M/L;#000000;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3256-202c108.jpg;szlafrok damski;b5615e9f-722d-40d2-a9f5-57fe7ff510f4;202C108-5;202C108;2;1;1;0;449;449;0;23.00;Kolor;CZERWONY;#cf3737;Rozmiar;XL/XXL;#000000;Materiał;modal;;;;;;;;;;;;;;
damski-szlafrok-z-koronka;Damski szlafrok z koronką;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shoplo.com/0380/products/orig/abaa/3548-202c108-bialy.jpg;damski szlafrok;da210ffe-531a-4d88-91b4-cdb8018efaa3;202C108-6;202C108;0;1;1;0;449;449;0;23.00;Kolor;kremowy;#fffff3;Rozmiar;XS/S;#b81010;Materiał;modal;;;;;;;;;;;;;;
